Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
P2,5034801000,FPC-SMD_5034801000,67.700089,-91.875083,0.000000,bottom
P1,5034801000,FPC-SMD_5034801000,67.749936,-86.500000,0.000000,top
